,0
0,46.35020863463083
1,47.764940361592615
2,49.29008846723884
3,49.276101886854754
4,47.08777815771866
5,47.0408447154237
6,49.739957934467725
7,49.669661102077654
8,45.679907499980274
9,46.44642097986831
10,48.69536856923372
11,48.93650882610153
12,46.55596768195054
13,47.54409178423089
14,46.15519439333006
15,46.32055056240705
16,48.3551930686795
17,47.20382916808205
18,46.58767362200884
19,46.96546891170198
20,42.01165850212103
21,44.113796111394
22,46.22940795685068
23,47.18038538890789
24,51.77043685277533
25,51.409955441081586
26,52.484045968673584
27,53.91560553477776
28,52.76810724557726
29,51.53414363170663
30,51.75646958742817
31,52.35162581667515
32,52.86381034925979
33,51.983827646172244
34,51.98907889098611
35,54.503309291397585
36,53.552839400583274
37,52.971949907251904
38,51.38285941480519
39,51.577856203444036
40,51.92197135695291
41,52.659202123862435
42,52.16068054199986
43,51.89606907148868
44,50.99736047766046
45,51.80115932422478
46,52.290502966053154
47,52.780517558856324
48,52.195717798126
49,52.85115989813846
50,52.41640095498401
51,51.775230119185395
52,52.11929080551785
53,55.73907828747191
54,47.13884988847962
55,49.573827303126365
56,51.186210417599554
57,51.52603631402009
58,51.579923041436714
59,53.94683243008075
60,52.306488104262485
61,52.14908316879101
62,52.045030030128956
63,52.42248305223943
64,50.645797245815174
65,52.833807559110035
66,51.609731040085805
67,52.44827395501618
68,56.05947031674139
69,55.594481358041065
70,63.091072824799426
71,61.68798483074744
72,64.76759148650567
73,60.82074951285609
74,65.83625815047736
75,63.589962085884295
76,59.585696994883804
77,62.008075045167715
78,30.92474753551077
79,27.832364631071968
80,25.89265168400116
81,30.343326164341004
82,28.997365902653005
83,29.296387245946697
84,43.99231701675046
85,33.082687049842306
86,27.48703365748777
87,36.60184786778266
88,35.077303595229964
89,17.026378316156745
90,17.803236606926014
91,11.67842010948749
92,19.729356687282504
93,25.372569357300012
94,15.031985674557255
95,22.732464402989677
96,25.523378953993305
97,25.739032245959056
98,22.880730400043
99,24.901108846507817
100,25.790776031795414
101,15.216382101185175
102,16.913998987613695
103,24.841818775365155
104,22.376766139374993
105,19.493757379691772
106,25.195494401285174
107,23.309888589650903
108,22.0558646208547
109,21.207969473149106
110,23.96919078180087
111,24.719467549285696
112,24.67672252005417
113,29.430428428653627
114,19.523810287918664
115,19.648181402403992
116,25.294194798125567
117,17.21389337511488
118,25.197977024725095
119,23.752022000947974
120,24.705074000498414
121,16.437642065670033
122,19.24368749359767
123,24.4059626677274
124,22.829812707827564
125,16.827930528004885
126,26.606560933385996
127,20.942138229302735
128,25.611721033021645
129,21.521089110607143
130,52.728066068922786
131,44.7569372257307
132,49.00603205569822
133,53.40558497829696
134,52.854498453126894
135,60.74492390023217
136,58.4091746866213
137,53.10693022937681
138,53.60920280884363
139,53.44530060408116
140,54.44643920024234
141,60.60435029197321
142,55.30260101739209
143,55.405559974141205
144,55.93545651871323
145,57.934694326154485
146,61.97294477531658
147,50.90790212618918
148,51.18728781137088
149,63.933401569215455
150,53.48971178902193
151,62.676859591518294
152,58.601182074233364
153,46.23870855833727
154,41.988143094660025
155,58.38527141784299
156,50.723972496316925
157,50.965391704063954
158,57.21982326353074
159,55.845538404038784
160,59.04391726670639
161,52.48747990173969
162,56.27632936458198
163,46.57616081350741
164,56.940372919411956
165,54.63485712494407
166,57.658294176037444
167,56.28873746495992
168,62.30665841187091
169,58.32058509339047
170,52.6988072292458
171,55.51776885601531
172,60.1997610007576
173,53.01721715665096
174,56.99283873044717
175,54.00728965467938
176,55.009283680860705
177,61.34177233289235
178,43.07759813902192
179,52.237157823136
180,55.10577023564525
181,51.287514148884185
182,65.32884419273952
183,50.36159784884681
184,45.649544440187924
185,57.89983183189257
186,53.284159241322726
187,51.057765017584416
188,56.79119997441823
189,56.793440043790135
190,45.38408709210544
191,54.1943970287491
192,59.16182812960299
193,47.704675045682066
194,53.08222788016126
195,50.89418037693065
196,51.817791207076
197,53.91144423804427
198,59.5794645221679
199,48.7978044167877
200,49.592965805421954
201,54.478093930081606
202,41.053406097810466
203,49.32178397609128
204,56.15128529920729
205,46.20980141231807
206,50.06987728878452
207,54.3778699550653
208,54.32692904379979
209,50.675769251830985
210,58.02903078942946
211,51.33790202010686
212,45.1062950242887
213,45.88655567220862
214,56.43363908112926
215,45.26092806436371
216,51.09271778319422
217,17.857346349771333
218,19.943867377420773
219,28.533488644370067
220,21.07510016586034
221,22.75926586901886
222,24.885608413877385
223,21.98155615930623
224,21.207481008871518
225,26.93805338857189
226,28.564258128980267
227,20.305531017463665
228,20.220783876900917
229,19.10368079013061
230,18.414340292051435
231,17.411154224765156
232,17.800046170484464
233,21.323305217697182
234,16.83560980029462
235,23.091181019244544
236,18.610520733992367
237,16.736700234909904
238,20.193127162649674
239,16.551461618464828
240,14.227813650032111
241,35.21957548169111
242,27.479134923117616
243,40.91634461363158
244,56.25679624963118
245,59.26397415949012
246,52.56257632435563
247,49.93250300053684
248,45.619863575873715
249,57.45986611365334
250,53.09510861919432
251,49.50895780622678
252,20.697145663840715
