,0
0,42.09827316947075
1,19.199612455388376
2,17.184721470256058
3,48.92130815378771
4,29.820373005466397
5,41.14368839925166
6,46.5523985505932
7,34.02458663864147
8,27.76047389824491
9,35.34434196946797
10,38.61033208395315
11,30.308541902626857
12,37.791062696678196
13,34.886430509164526
14,35.42169669262824
15,31.481274141962075
16,40.358263983711446
17,38.15458477108798
18,44.80497548878085
19,26.61118029540023
20,28.740330758459784
21,27.998235636624543
22,34.794162165480465
23,27.124702639117
24,35.621397835830706
25,31.549333978690896
26,35.97658823572187
27,36.99578592074448
28,37.13928330234248
29,30.964815017979603
30,44.20747705495316
31,33.2080733715532
32,30.915525724999593
33,33.89172183966629
34,38.470346446560086
35,33.40356212692946
36,44.47335078671634
37,28.516048249378635
38,27.86066589436929
39,42.97983671738673
40,22.06384076117024
41,45.772095093755865
42,50.30742011791354
43,51.886535238651526
44,52.08517050046903
45,36.85840243781392
46,47.50931363028279
47,22.14586543977311
48,50.80881856169333
49,25.57104317527869
50,40.558093132449244
51,48.58274387305269
52,51.82200223963556
53,45.91927498625455
54,35.74782142720204
55,37.95710294233162
56,39.57112869512661
57,53.67107077815602
58,39.98978723925809
59,22.0868444590691
60,47.277042320711566
61,50.90122377468414
62,45.10545526002026
63,36.16713741316257
64,58.49053177440821
65,18.248776400147232
66,41.94170425302637
67,24.339455812957652
68,22.613478804725354
69,53.507405019641155
70,18.401049021401636
71,52.283934464846645
72,38.28237641733789
73,26.03731596710779
74,37.96316839994631
75,51.785386583850524
76,25.315416614030678
77,28.03323875593858
78,34.625690026225094
79,39.394501235102
80,46.43725415236376
81,30.291202826434706
82,27.177979713894086
83,45.23105941100616
84,41.52699888917572
85,70.50614961099123
86,73.76982914156375
87,54.240926518706424
88,47.815253178397555
89,56.22288464808425
90,37.02156044967745
91,56.012646316774166
92,56.20321306207291
93,64.6030745677142
94,62.06247138621514
95,68.42705817801726
96,41.60755218542447
97,25.653587064515726
98,57.49040705532513
99,44.785184869973136
100,19.052026820977225
101,44.389503491044906
102,56.662124608389504
103,54.8377686169765
104,49.61722723261161
105,74.33496314195045
106,64.54542421011365
107,59.37538513200791
108,43.16952484307593
109,31.886250905144006
110,47.58517240986045
111,45.545426642942786
112,50.274595196679044
113,56.5634310234349
114,34.93158905685966
115,39.03411774478652
116,48.52026718538882
117,24.989779724442453
118,40.39345379550794
119,52.83131213232303
120,35.996544349593535
121,55.189276461016604
122,48.45523582212465
123,58.51156220899698
124,62.628693805318505
125,57.18051984687877
126,64.04829715118285
127,64.04808882622356
128,21.037932693690443
129,42.53920518235597
130,53.282997603382015
131,57.07332384128901
132,20.86434396510544
133,46.24602909980607
134,51.83202607623764
135,47.839339358514906
136,51.86958907338635
137,50.851361484157735
138,58.19434958559833
139,60.27374368968602
140,56.491429966443434
141,59.38459731934683
142,48.71491034547167
143,61.6661779475546
144,53.627970983569696
145,65.7034914177211
146,33.923922575520514
147,35.76248633030576
148,37.64801757828872
149,32.461896512333595
150,39.96843873052675
151,39.988553571795926
152,38.69166716035593
153,36.05148326960585
154,40.477686039153184
155,36.58768676170699
156,35.319230591918426
157,38.13792882999741
158,37.473074244465224
159,36.73180870610231
160,35.40835073525075
161,34.35291689300475
162,35.99618294516254
163,37.17058317639042
164,31.541327334757653
165,35.085780961584724
166,34.98392826240027
167,36.00511834657022
168,37.35691304024338
169,35.665462497049546
170,36.58093562965022
171,34.04563931030096
172,35.27145579309384
173,35.13188474925653
174,33.05217111067306
175,31.06406378945356
176,33.4600532483194
177,36.65726645122514
178,35.63943044985041
179,35.74168072098258
180,35.925725488326115
181,36.774793322327916
182,33.62502510756316
183,33.254419801123944
184,33.88028496999794
185,33.35971865557697
186,33.24166091103271
187,32.78350651344218
188,36.31151970167109
189,36.70011886558665
190,14.419745946411506
191,5.989556406958538
192,39.30130939123176
193,39.28085250824151
