# GREAT version 4.0.4	Species assembly: hg19	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	19666	HDAC6	1	8.367920e-14	1.552165e-9	1.552165e-9	7.877947e+2	6.346831e-3	5	1.269366e-5	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	HDAC6
Ensembl Genes	20244	UBL4A	2	1.157954e-13	2.147889e-9	1.073944e-9	3.087926e+3	1.295368e-3	4	2.590736e-6	8.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed	UBL4A
Ensembl Genes	20291	SLC9B1P1	3	3.868661e-12	7.175979e-8	2.391993e-8	3.901355e+1	2.306891e-1	9	4.613782e-4	1.800000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	SLC9B1P1
Ensembl Genes	20245	SLC10A3	4	1.632802e-11	3.028684e-7	7.571711e-8	8.955359e+2	4.466599e-3	4	8.933198e-6	8.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed	SLC10A3
Ensembl Genes	9187	ZNF236	5	1.221086e-7	2.264992e-3	4.529985e-4	4.530469e+1	1.103638e-1	5	2.207277e-4	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZNF236
Ensembl Genes	19605	ATP6AP2	6	1.226296e-7	2.274656e-3	3.791094e-4	4.526542e+1	1.104596e-1	5	2.209192e-4	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ATP6AP2
Ensembl Genes	17208	TBX20	7	1.417754e-7	2.629792e-3	3.756846e-4	4.394693e+1	1.137736e-1	5	2.275472e-4	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	TBX20
Ensembl Genes	9409	EMR1	8	1.491371e-7	2.766344e-3	3.457930e-4	9.088986e+1	4.400931e-2	4	8.801862e-5	8.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed	EMR1
Ensembl Genes	2252	HNRNPF	9	1.846172e-7	3.424464e-3	3.804960e-4	2.886170e+2	1.039440e-2	3	2.078879e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	HNRNPF
Ensembl Genes	5467	POU4F1	10	2.540892e-7	4.713101e-3	4.713101e-4	3.901427e+1	1.281582e-1	5	2.563165e-4	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	POU4F1
Ensembl Genes	19604	BCOR	11	3.221787e-7	5.976093e-3	5.432812e-4	2.322362e+1	2.583577e-1	6	5.167153e-4	1.200000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed,unnamed	BCOR
Ensembl Genes	19751	FGD1	12	5.147349e-7	9.547818e-3	7.956515e-4	2.048454e+2	1.464519e-2	3	2.929038e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	FGD1
Ensembl Genes	5466	EDNRB	13	7.003294e-7	1.299041e-2	9.992623e-4	3.169915e+1	1.577329e-1	5	3.154659e-4	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	EDNRB
Ensembl Genes	14370	MRFAP1	14	1.220475e-6	2.263859e-2	1.617042e-3	1.534318e+2	1.955266e-2	3	3.910533e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	MRFAP1
Ensembl Genes	15085	TERT	15	1.421037e-6	2.635882e-2	1.757254e-3	1.458074e+2	2.057508e-2	3	4.115017e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	TERT
Ensembl Genes	8576	TRIM25	16	1.547538e-6	2.870528e-2	1.794080e-3	1.417001e+2	2.117148e-2	3	4.234296e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	TRIM25
Ensembl Genes	9411	MBD3L5	17	2.961180e-6	5.492693e-2	3.230996e-3	1.139919e+2	2.631765e-2	3	5.263531e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	MBD3L5
Ensembl Genes	20070	UTP14A	18	3.002092e-6	5.568580e-2	3.093656e-3	1.134683e+2	2.643910e-2	3	5.287820e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	UTP14A
Ensembl Genes	2898	BRSK2	19	4.332059e-6	8.035536e-2	4.229230e-3	1.003255e+2	2.990268e-2	3	5.980535e-5	6.000000e-3	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed	BRSK2
Ensembl Genes	9183	ZNF516	20	4.475192e-6	8.301034e-2	4.150517e-3	2.161190e+1	2.313540e-1	5	4.627079e-4	1.000000e-2	1	3.563534e-2	1.000000e+0	1.000000e+0	2.806203e+1	3.563534e-2	1	1	1.512859e-3	1.000000e+0	unnamed,unnamed,unnamed,unnamed,unnamed	ZNF516
